variance,skewness,curtosis,entropy,class
-0.23541723839426382,-1.42057531797421,1.5983282464824653,-0.17485092216727674,0
0.44768528114749806,0.8564800799098072,-0.5997109206693458,-0.20070159630717438,0
-1.4373525365485487,-0.24260418632909397,0.22642793218178853,0.33181276954777755,1
-0.046463441068650635,-0.46094112375176216,-0.12963948803810577,0.9043266499742618,1
1.2469199401117115,-0.7391435153832241,0.21157153613731225,1.040987690832439,0
1.5895294395885187,-1.166661517253511,0.4904199282532209,0.43646753374987146,0
-0.5406262262709245,-1.40789664628943,0.9520864289901743,0.930182084827629,1
-0.5662911759495362,-1.3145680080084439,0.7326864419370319,0.8766240582946919,1
1.2085279879897337,0.8452139313791702,-0.6613044889090411,0.2837962134934484,0
-0.831097204688306,-1.9551387492368029,1.4657617263252252,0.08434136197132115,1
1.756281297568867,1.4435281064420133,-1.3159672129150215,-1.3647912538923985,0
-0.13727868971909093,-0.254226018400955,-0.5330351413711176,0.7535024865440413,1
1.887840532770736,0.6902618432047758,-0.9602809014723049,0.2597879354662838,0
-2.345610495448891,1.1614489343947219,-0.3582225991592931,-1.180742071157879,1
-0.9845243833149644,-1.5558031370443628,1.5075924082753407,0.988048557050549,1
0.1827737800127887,1.3414009805623273,-0.6212310150932187,-0.30039093636048125,0
1.4275941543560737,-1.0789829715890982,0.41611512714597815,0.5515844894798806,0
-0.7262576431244435,-2.002330637266193,1.5416183476030125,0.03509654184183662,1
-1.9794103367469493,-1.2247621684371885,2.0609760452684394,0.044332325972849806,1
1.2050825563890433,1.408657504721054,-1.1814380966597402,-1.3629345756392568,0
-1.8428235840052978,-1.3723282921670263,2.289960803963179,0.03819100559707296,1
-0.0875765810058675,0.5317869563206504,-1.458917235683992,-2.490747596586172,1
1.0561906907877834,0.17399313954102733,-0.06745942305748406,0.7436525703754505,0
1.4403563142647533,-1.0145344753874033,0.3206781866574988,0.7017916168373068,0
0.060591040809941266,0.07504844534597736,0.8112815693981327,0.8113689587669614,0
-2.0425531444493963,0.9371300465060131,-0.3021039894065875,-2.9727698353826053,1
0.7761263221030993,-1.0356542492945338,0.6476330040602832,0.6303809147933909,0
-0.13751424473668916,0.7473073566106593,-0.6624911749218104,-0.6285469158196237,0
-0.10771126139071793,0.00566462728040832,-1.058045572216601,0.2554794897763009,1
0.8160652026988563,0.75962864291909,-0.4767200437997592,0.27025198367245234,0
-1.0111385845570315,-0.39508861357155134,0.07724780784577945,0.344742867331196,1
1.036467352747097,1.2998421667982558,-1.2242728975437371,-1.1616516101448051,0
-1.6592664576052556,-2.4435824485990536,3.1074961832217363,-0.11143821875227926,1
0.663903692823472,-0.2806367977131837,0.797406471402677,1.2336537649469246,0
